PFI,LOCALITY,GAZLOC,VICNAMESID,PFI_CR,UFI,UFI_CR,UFI_OLD,NAMESAKE,BROAD_CATEGORY1,LANGUAGE,DETAILS
205410000,MITCHAM,MITCHAM,102076,27/09/2005,500898062,21/08/2015,468966713,Place in the UK,Place outside Australia,English,"Named for Mitcham, England"
205409210,MODELLA,MODELLA,102088,27/09/2005,468967180,24/10/2013,300945958,Unknown,Unknown,Unknown,Possibly local word for 'strike you' or corruption of 'model' from 'model farm'
205409489,MONBULK,MONBULK,102105,27/09/2005,468966809,24/10/2013,300943380,Terrain,Nature,Indigenous,From local word 'monbolloc' possibly meaning 'hiding place' or 'sanctuary'
205409542,MONOMEITH,MONOMEITH,102109,27/09/2005,468967247,24/10/2013,300943433,Terrain,Nature,Indigenous,"From local word meaning 'agree', 'appreciate'"
205410317,MONT ALBERT,MONT ALBERT,102111,27/09/2005,468966729,24/10/2013,300942380,British nobility,Person,English,"Named for Queen Victoria's consort, Prince Albert, and the high point of the suburb"
205410283,MONT ALBERT NORTH,MONT ALBERT NORTH,102112,27/09/2005,500606622,17/08/2015,493106781,British nobility,Person,English,"Named for Queen Victoria's consort, Prince Albert, and the high point of the suburb"
205410162,MONTMORENCY,MONTMORENCY,102114,27/09/2005,468966505,24/10/2013,300945807,Place in continental Europe,Place outside Australia,French,Named for Montmorency in France
205409809,MONTROSE,MONTROSE,102115,27/09/2005,468966672,24/10/2013,300943181,Other local places,Other local places,Scottish,Originally Double Pitts and South Mooroolbark. Named for shop owned by the son of local James Walker called 'Rose Mont'
205410122,MOONEE PONDS,MOONEE PONDS,102123,27/09/2005,540660551,20/10/2017,537821441,Public figure,Person,Indigenous,"Named for Moonee Moonee, member of the Native Mounted Police"
205410107,MOORABBIN,MOORABBIN,102127,27/09/2005,468966939,24/10/2013,300942794,Other local places,Other local places,Indigenous,From local word meaning 'mother's milk'
205410224,MOORABBIN AIRPORT,MOORABBIN AIRPORT,102128,27/09/2005,468966979,24/10/2013,301077200,Other local places,Other local places,Indigenous,From local word meaning 'mother's milk'
205408836,MOOROODUC,MOOROODUC,102136,27/09/2005,468967265,24/10/2013,300944096,Terrain,Nature,Indigenous,"From local word, possibly 'Murraduk', meaning 'flat swamp' or 'dark'"
205409730,MOOROOLBARK,MOOROOLBARK,102137,27/09/2005,512489572,13/05/2016,468966612,Terrain,Nature,Indigenous,From local word 'Mooroolbik' meaning 'red earth country'
205410121,MORDIALLOC,MORDIALLOC,102142,27/09/2005,468967005,24/10/2013,300942809,Terrain,Nature,Indigenous,From local word 'Murdayaluk' meaning 'short river' or creek
205409453,MORNINGTON,MORNINGTON,102145,27/09/2005,468967262,24/10/2013,300941990,British nobility,Person,English,"Named for Lord Mornington, Governor-General of India"
205409846,MOUNT BURNETT,MOUNT BURNETT,102163,27/09/2005,505672860,16/12/2015,468966968,Public figure,Person,English,"Named for James Charles Burnett, an early surveyor"
205408326,MOUNT COTTRELL,MOUNT COTTRELL,102172,27/09/2005,533917362,16/06/2017,526598526,Early European settler,Person,English,"Named for Anthony Cottrell, one of the original investors in the Port Phillip Association"
205409946,MOUNT DANDENONG,MOUNT DANDENONG,102174,27/09/2005,468966746,24/10/2013,300942986,Terrain,Nature,Indigenous,One of two names ascribed to the mountain range by the Wurundjeri people (the other being Corhanwarabul)
205409400,MOUNT ELIZA,MOUNT ELIZA,102182,27/09/2005,468967210,24/10/2013,300943673,Public figure,Person,English,"Named for Eliza Hobson (Elliot), wife of Captain William Hobson, commander of HMS Rattlesnake"
205409607,MOUNT EVELYN,MOUNT EVELYN,102184,27/09/2005,468966624,24/10/2013,300943312,Public figure,Person,English,"Disputed origin, probably for Evelyn Heales, daughter of Victorian Premier Richard Heales"
205409177,MOUNT MARTHA,MOUNT MARTHA,102192,27/09/2005,468967309,24/10/2013,300943776,Public figure,Person,English,"Named for Martha Jones, mother of Captain William Hobson"
205409739,MOUNT TOOLEBEWONG,MOUNT TOOLEBEWONG,102203,27/09/2005,468966481,24/10/2013,300943101,Terrain,Nature,Indigenous,"From local word, possibly meaning 'where the crow sat on a tree'"
205409674,MOUNT WAVERLEY,MOUNT WAVERLEY,102205,27/09/2005,468966819,24/10/2013,300943214,Place in the UK,Place outside Australia,Scottish,"Possibly Waverley Station in Edinburgh, from books by Sir Walter Scott"
205409825,MULGRAVE,MULGRAVE,102219,27/09/2005,492575734,16/01/2015,468966911,Place in the UK,Place outside Australia,English,"Named after local pub, itself named after a castle in England"
205410248,MURRUMBEENA,MURRUMBEENA,102244,27/09/2005,468966871,24/10/2013,300942480,Public figure,Person,Indigenous,"Named for Murum Murrum, member of the Native Mounted Police"
205410157,NANGANA,NANGANA,102270,27/09/2005,468966824,24/10/2013,300942647,Unknown,Unknown,Indigenous,
205408666,NAR NAR GOON,NAR NAR GOON,102276,27/09/2005,531371261,12/05/2017,520447290,Animal,Nature,Indigenous,From local word meaning 'native bear or sloth'
205408865,NAR NAR GOON NORTH,NAR NAR GOON NORTH,102277,27/09/2005,468967011,24/10/2013,300944119,Animal,Nature,Indigenous,From local word meaning 'native bear' or 'koala'
205407739,NARBETHONG,NARBETHONG,102278,27/09/2005,468966192,24/10/2013,300941982,Terrain,Nature,Indigenous,"Probably from local word possibly meaning 'lively', 'cheerful'"
205409685,NARRE WARREN,NARRE WARREN,102295,27/09/2005,480508440,27/02/2014,480495093,Terrain,Nature,Indigenous,"From local word, several claimed meanings included 'little hills', 'not good water and 'red hills'"
205409879,NARRE WARREN EAST,NARRE WARREN EAST,102296,27/09/2005,468966958,24/10/2013,300945987,Terrain,Nature,Indigenous,"From local word, several claimed meanings included 'little hills', 'not good water and 'red hills'"
205409458,NARRE WARREN NORTH,NARRE WARREN NORTH,102297,27/09/2005,480508439,27/02/2014,480495092,Terrain,Nature,Indigenous,"From local word, several claimed meanings included 'little hills', 'not good water and 'red hills'"
205409736,NARRE WARREN SOUTH,NARRE WARREN SOUTH,102298,27/09/2005,468967045,24/10/2013,300945886,Terrain,Nature,Indigenous,"From local word, several claimed meanings included 'little hills', 'not good water and 'red ochre'"
205410073,NEWPORT,NEWPORT,102340,27/09/2005,468966777,24/10/2013,317963079,Other local places,Other local places,English,"Refers to the creation of a new port in this location, previously Greenwich and Cambridge"
205410304,NIDDRIE,NIDDRIE,102348,27/09/2005,468966556,24/10/2013,300945932,Place in the UK,Place outside Australia,Scottish,Named for either a suburb in Edinburgh or a castle in West Lothian
205409917,NOBLE PARK,NOBLE PARK,102360,27/09/2005,525072417,20/01/2017,521284813,Early European settler,Person,Scottish,Named either for son of Allan Buckley or after Alfred Nobel since Buckley used the area to demonstrate explosives invented by him
205410175,NOBLE PARK NORTH,NOBLE PARK NORTH,102361,27/09/2005,468966944,24/10/2013,300942674,Early European settler,Person,Scottish,Named either for son of Allan Buckley or after Alfred Nobel since Buckley used the area to demonstrate explosives invented by him
205407864,NOOJEE,NOOJEE,102362,27/09/2005,468966611,24/10/2013,300945090,Terrain,Nature,Indigenous,"From local word meaning 'valley of, or place of rest'"
205410266,NORTH MELBOURNE,NORTH MELBOURNE,102375,27/09/2005,468966675,24/10/2013,300942537,British politician,Person,English,"Named for British Prime Minister, William Lamb, 2nd Viscount Melbourne"
205409893,NORTH WARRANDYTE,NORTH WARRANDYTE,102379,27/09/2005,468966511,24/10/2013,300943089,Unknown,Unknown,Indigenous,"Formerly Anderson's Creek, from local word possibly 'to throw'"
205410030,NORTHCOTE,NORTHCOTE,102381,27/09/2005,531892047,18/05/2017,510995850,British nobility,Person,English,Named for Sir Henry Stafford Northcote
205410323,NOTTING HILL,NOTTING HILL,102384,27/09/2005,468966904,24/10/2013,300942384,Place in the UK,Place outside Australia,English,Named for the suburb of the same name in London
205410082,NUNAWADING,NUNAWADING,102396,27/09/2005,468966707,24/10/2013,300942763,Other local places,Other local places,Indigenous,From local word meaning 'ceremonial ground' or 'battlefield. Formerly Tunstall.
205409983,NUTFIELD,NUTFIELD,102402,27/09/2005,468966332,24/10/2013,300943017,Unknown,Unknown,Unknown,
205408256,NYORA,NYORA,102409,27/09/2005,468967330,24/10/2013,309296303,Plant,Nature,Indigenous,From local word meaning 'the native cherry'
205410289,OAK PARK,OAK PARK,102411,27/09/2005,525632926,3/02/2017,468966516,Plant,Nature,English,"Originally Grand View Park, name changed to Oak Park in 1879"
205409045,OAKLANDS JUNCTION,OAKLANDS JUNCTION,102412,27/09/2005,468966246,24/10/2013,300945145,Unknown,Unknown,Unknown,
205410192,OAKLEIGH,OAKLEIGH,102413,27/09/2005,468966876,24/10/2013,300942702,Terrain,Nature,English,"Unknown for certain, thought to be either named for she-oaks growing near Scotchmans Creek, Oakleigh Park in England or after an early settler, Mrs Oakley"
205410291,OAKLEIGH EAST,OAKLEIGH EAST,102414,27/09/2005,468966893,24/10/2013,300942590,Terrain,Nature,English,"Unknown for certain, thought to be either named for she-oaks growing near Scotchmans Creek, Oakleigh Park in England or after an early settler, Mrs Oakley"
205409999,OAKLEIGH SOUTH,OAKLEIGH SOUTH,102416,27/09/2005,468966918,24/10/2013,300942863,Terrain,Nature,English,"Unknown for certain, thought to be either named for she-oaks growing near Scotchmans Creek, Oakleigh Park in England or after an early settler, Mrs Oakley"
205409202,OFFICER,OFFICER,102421,27/09/2005,540660554,20/10/2017,521284814,Early European settler,Person,English,Named for the Officer family who owned land in the area
205409502,OFFICER SOUTH,OFFICER SOUTH,102422,27/09/2005,505672863,16/12/2015,500898065,Early European settler,Person,English,Named for the Officer family who owned land in the area
205409581,OLINDA,OLINDA,102424,27/09/2005,468966761,24/10/2013,300943286,Public figure,Person,English,"Named after Alice Olinda Hodgkinson, daughter of Surveyor-General of Victoria"
205410292,ORMOND,ORMOND,102432,27/09/2005,468966895,24/10/2013,300942591,Early European settler,Person,English,"Named for Francis Ormond, grazier and educational philanthropist"
205408179,PAKENHAM,PAKENHAM,102444,27/09/2005,540660555,20/10/2017,521284815,Military figure,Person,English,Named for General Pakenham from the Crimean War (formerly Longford)
205409415,PAKENHAM SOUTH,PAKENHAM SOUTH,102445,27/09/2005,468967150,24/10/2013,300943476,Military figure,Person,English,Named for General Pakenham from the Crimean War (formerly Longford)
205409135,PAKENHAM UPPER,PAKENHAM UPPER,102446,27/09/2005,505672861,16/12/2015,468966992,Military figure,Person,English,Named for General Pakenham from the Crimean War (formerly Longford)
205409468,PANTON HILL,PANTON HILL,102449,27/09/2005,468966362,24/10/2013,300943533,Public figure,Person,Scottish,Named for Joseph Anderson Panton
205409878,PARK ORCHARDS,PARK ORCHARDS,102453,27/09/2005,518961001,16/09/2016,468966616,Other local places,Other local places,English,"Named for orchards in the area, mainly originally owned by Tom Petty"
205410184,PARKDALE,PARKDALE,102455,27/09/2005,468967001,24/10/2013,300942689,Early European settler,Person,English,Named for W. Parker
205410145,PARKVILLE,PARKVILLE,102456,27/09/2005,468966649,24/10/2013,300945709,Other local places,Other local places,English,Named for nearby Royal Park
205408264,PARWAN,PARWAN,102459,27/09/2005,501444378,4/09/2015,468966477,Animal,Nature,Indigenous,Local word for 'magpie'
205410091,PASCOE VALE,PASCOE VALE,102461,27/09/2005,468966523,24/10/2013,317906986,Early European settler,Person,English,Named for John Pascoe Fawkner who lived in the area
205410222,PASCOE VALE SOUTH,PASCOE VALE SOUTH,102462,27/09/2005,541122139,27/10/2017,540660549,Early European settler,Person,English,Named for John Pascoe Fawkner who lived in the area
205410130,PATTERSON LAKES,PATTERSON LAKES,102468,27/09/2005,468967068,24/10/2013,300942824,Local politician or judge,Person,English,"Named for the Patterson River, itself named for J. B. Patterson, Minister for Public Works"
205409095,PEARCEDALE,PEARCEDALE,102471,27/09/2005,468967219,24/10/2013,300943860,Early European settler,Person,English,Named for Nathaniel Pearce
205409600,PHEASANT CREEK,PHEASANT CREEK,102490,27/09/2005,468966173,24/10/2013,300943305,Unknown,Unknown,Unknown,
205409816,PLENTY,PLENTY,102513,27/09/2005,536487952,3/08/2017,536429023,Terrain,Nature,English,"Named for the Plenty River, itself named by early European settlers for the landscapes promise of plenty"
205408556,PLUMPTON,PLUMPTON,102514,27/09/2005,526628599,23/02/2017,526598519,Other local places,Other local places,English,Named after Plumpton Road
205408993,POINT COOK,POINT COOK,102515,27/09/2005,468966844,24/10/2013,318747536,Early European settler,Person,English,"Named after John. M. Cooke, mate under Captain William Hobson on HMS Rattlesnake"
205410207,POINT LEO,POINT LEO,102516,27/09/2005,508000349,12/02/2016,468967506,Unknown,Unknown,English,Named after either Leo Hemingway or because the headland looks like a lion's face
205408542,POINT WILSON,POINT WILSON,102519,27/09/2005,468966991,24/10/2013,300944455,Unknown,Unknown,Unknown,
205409122,POOWONG NORTH,POOWONG NORTH,102533,27/09/2005,468967321,24/10/2013,309296302,Animal,Nature,Indigenous,"From local word, either meaning 'long worm' or 'dead animals'"
205409864,PORT MELBOURNE,PORT MELBOURNE,102541,27/09/2005,493653206,16/02/2015,468966745,British politician,Person,English,"Named for British Prime Minister, William Lamb, 2nd Viscount Melbourne"
205409803,PORTSEA,PORTSEA,102547,27/09/2005,480495094,25/02/2014,468967383,Place in the UK,Place outside Australia,English,"Named after part of Portsmouth, England"
205408700,POWELLTOWN,POWELLTOWN,102550,27/09/2005,468966737,24/10/2013,310737929,Woodcutting,Industry,English,Named for the Powell method of wood preservation
205410305,PRAHRAN,PRAHRAN,102553,27/09/2005,498758648,1/07/2015,495971361,Terrain,Nature,Indigenous,A compound of local words meaning 'land partially surrounded by water'
205409793,PRESTON,PRESTON,102556,27/09/2005,527913243,10/03/2017,468966548,Place in the UK,Place outside Australia,English,"Named for Preston, England"
205410384,PRINCES HILL,PRINCES HILL,102557,27/09/2005,468966654,24/10/2013,300942443,British nobility,Person,English,"Named for Queen Victoria's consort, Prince Albert, and the high point of the suburb"
205408578,QUANDONG,QUANDONG,102569,27/09/2005,468966684,24/10/2013,300944329,Local estate,Local estate,Indigenous,"Named for local estate, probably from local word "
205409934,RAVENHALL,RAVENHALL,102581,27/09/2005,468966595,24/10/2013,300942974,Public figure,Person,English,Named for George E Ravenhall
205409397,RED HILL,RED HILL,102590,27/09/2005,468967428,24/10/2013,300945798,Terrain,Nature,English,Named for red colour of volcanic soil
205409673,RED HILL SOUTH,RED HILL SOUTH,102591,27/09/2005,468967455,24/10/2013,300943213,Terrain,Nature,English,Named for red colour of volcanic soil
205407684,REEFTON,REEFTON,102604,27/09/2005,468966313,24/10/2013,300945284,Unknown,Unknown,Unknown,
205409901,RESEARCH,RESEARCH,102605,27/09/2005,468966467,24/10/2013,300943097,Mining,Industry,English,Named for goldminers 're-searching' the area in the 1860s
205409547,RESERVOIR,RESERVOIR,102606,27/09/2005,468966475,24/10/2013,316550198,Other local places,Other local places,English,Named for local water storage reservoirs
205410117,RICHMOND,RICHMOND,102617,27/09/2005,468966727,24/10/2013,300942805,Place in the UK,Place outside Australia,English,"Named for Richmond upon Thames, England"
205408332,RIDDELLS CREEK,RIDDELLS CREEK,102620,27/09/2005,468966125,24/10/2013,307545414,Early European settler,Person,English,Named for John Riddell
205409851,RINGWOOD,RINGWOOD,102622,27/09/2005,506284827,7/01/2016,500898061,Place in the UK,Place outside Australia,English,"Named for Ringwood, Hampshire, England (formerly 'Ballyduffy')"
205410103,RINGWOOD EAST,RINGWOOD EAST,102623,27/09/2005,506284828,7/01/2016,468966693,Place in the UK,Place outside Australia,English,"Named for Ringwood, Hampshire, England (formerly 'Ballyduffy')"
205410068,RINGWOOD NORTH,RINGWOOD NORTH,102625,27/09/2005,468966647,24/10/2013,314972558,Place in the UK,Place outside Australia,English,"Named for Ringwood, Hampshire, England (formerly 'Ballyduffy')"
205410390,RIPPONLEA,RIPPONLEA,102628,27/09/2005,468966855,24/10/2013,300942451,Early European settler,Person,English,Named after family name of Sir Frederick Sargood
205408959,ROCKBANK,ROCKBANK,102639,27/09/2005,526598524,23/02/2017,526549442,Terrain,Nature,English,"Named for local estate 'Rockbank', itself named for the rocky terrain"
205410198,ROSANNA,ROSANNA,102647,27/09/2005,468966555,24/10/2013,314432050,Early European settler,Person,Scottish,"Named for Elizabeth Anne Rose, wife of James Watson (portmanteau of 'Rose' and 'Anne')"
205409637,ROSEBUD,ROSEBUD,102651,27/09/2005,534795982,30/06/2017,468967445,Ship,Ship,English,"Named for Hobson's former ship, 'Rosebud'"
205409438,ROWVILLE,ROWVILLE,102661,27/09/2005,522554319,25/11/2016,468966905,Early European settler,Person,English,Named for the Row family
205409997,ROXBURGH PARK,ROXBURGH PARK,102662,27/09/2005,520894225,21/10/2016,513717275,Place in the UK,Place outside Australia,Scottish,Named for birthplace of Thomas Brunton in Scotland (formerly Ruthvenfield)
205409588,RYE,RYE,102676,27/09/2005,499822812,30/07/2015,468967465,Place in the UK,Place outside Australia,English,"Named for Rye, East Sussex, England"
205410151,RYTHDALE,RYTHDALE,102677,27/09/2005,468967162,24/10/2013,300942843,Unknown,Unknown,Unknown,
205410029,SAFETY BEACH,SAFETY BEACH,102678,27/09/2005,468967384,24/10/2013,300942897,Terrain,Nature,English,Named for landing place of shallow water on which a cargo of livestock was brought
206281870,SANDHURST,SANDHURST,102690,24/02/2006,468967094,24/10/2013,300942287,Place in the UK,Place outside Australia,English,"Named for Sandhurst, England"
205410165,SANDRINGHAM,SANDRINGHAM,102693,27/09/2005,531523331,15/05/2017,526492962,Place in the UK,Place outside Australia,English,"Named for royal residence in Sandringham, England (formerly 'Gipsy Village')"
205410104,SASSAFRAS,SASSAFRAS,102699,27/09/2005,468966810,24/10/2013,300942791,Plant,Nature,English,Named for location where Sassafras trees are found
205409885,SCORESBY,SCORESBY,102702,27/09/2005,526828931,24/02/2017,522554317,Public figure,Person,English,"Named for Arctic explorer, William Scoresby"
205410321,SEABROOK,SEABROOK,102708,27/09/2005,468966850,24/10/2013,300945710,Other local places,Other local places,English,Named for Seabrook Boulevard
205409752,SEAFORD,SEAFORD,102710,27/09/2005,503147058,16/10/2015,468967110,Place in the UK,Place outside Australia,English,"Named for Sleaford, Lincolnshire - the 'l' was dropped at a public meeting"
205410361,SEAHOLME,SEAHOLME,102711,27/09/2005,468966822,24/10/2013,300942424,Terrain,Nature,English,Likely named for its proximity to the sea
205410365,SEDDON,SEDDON,102718,27/09/2005,524579096,10/01/2017,468966710,Local politician or judge,Person,English,"Named for local Richard John Seddon, future Prime Minister of New Zealand"
205410006,SELBY,SELBY,102720,27/09/2005,468966909,24/10/2013,300942871,Early European settler,Person,English,Named for G. W. Selby
205409452,SEVILLE,SEVILLE,102725,27/09/2005,468966635,24/10/2013,318530088,Public figure,Person,English,"Named for Seville Smith, daughter of William Henry Smith"
205409863,SEVILLE EAST,SEVILLE EAST,102726,27/09/2005,468966599,24/10/2013,318530080,Public figure,Person,English,"Named for Seville Smith, daughter of William Henry Smith"
205410001,SHERBROOKE,SHERBROOKE,102744,27/09/2005,468966849,24/10/2013,300942865,Place in North America,Place outside Australia,English,"Named for Sherbrooke, Canada, birthplace of R. W. Graham"
205409509,SHOREHAM,SHOREHAM,102745,27/09/2005,508000348,12/02/2016,468967501,Place in the UK,Place outside Australia,English,"Named for Shoreham, England"
205409183,SILVAN,SILVAN,102747,27/09/2005,468966704,24/10/2013,300943782,Terrain,Nature,English,Named for the large number of trees in the area (a silvan area)
205409515,SKYE,SKYE,102759,27/09/2005,468967099,24/10/2013,300943405,Place in the UK,Place outside Australia,Scottish,"Named for Skye, Scotland"
205409686,SMITHS GULLY,SMITHS GULLY,102764,27/09/2005,468966352,24/10/2013,300943226,Early European settler,Person,English,"Named for eithe Samuel Smith, local butcher, or two brothers, Smythe, who discovered gold"
205409713,SOMERS,SOMERS,102774,27/09/2005,531371267,12/05/2017,508000344,Local politician or judge,Person,English,"Named for Lord Somers, Governor of Victoria (formerly Balnarring East)"
205410062,SOMERTON,SOMERTON,102775,27/09/2005,468966375,24/10/2013,300942936,Place in the UK,Place outside Australia,English,"Named for Somerton, Somersetshire, England"
205408956,SOMERVILLE,SOMERVILLE,102776,27/09/2005,468967264,24/10/2013,300944055,British politician,Person,Irish,"Named for Sir William Meredyth Somerville, British politician"
205409982,SORRENTO,SORRENTO,102777,27/09/2005,468967416,24/10/2013,300942998,Place in continental Europe,Place outside Australia,Italian,"Named for Sorrento, Italy"
205410375,SOUTH KINGSVILLE,SOUTH KINGSVILLE,102780,27/09/2005,468966757,24/10/2013,300942436,Local estate,Local estate,English,"One of two large estates, the other being Queensville"
205410281,SOUTH MELBOURNE,SOUTH MELBOURNE,102781,27/09/2005,468966762,24/10/2013,300945790,British politician,Person,English,"Named for British Prime Minister, William Lamb, 2nd Viscount Melbourne"
205409471,SOUTH MORANG,SOUTH MORANG,102782,27/09/2005,528890029,31/03/2017,521916742,Terrain,Nature,Indigenous,From local word meaning 'cloudy' or 'sky'
210768089,SOUTH WHARF,SOUTH WHARF,103517,17/03/2008,522454532,24/11/2016,468966754,Other local places,Other local places,English,Named for maritine wharfs in the area
205410181,SOUTH YARRA,SOUTH YARRA,102785,27/09/2005,525072415,20/01/2017,468966765,Terrain,Nature,Indigenous,"Local word for the Yarra River, also means 'waterfall' or 'ever flowing'"
205410296,SOUTHBANK,SOUTHBANK,102786,27/09/2005,468966747,24/10/2013,300945750,Other local places,Other local places,English,Named for its location south of the Yarra River
205410226,SPOTSWOOD,SPOTSWOOD,102792,27/09/2005,468966752,24/10/2013,317963078,Early European settler,Person,Scottish,"Named after Captain George Spottiswoode (originally Spottiswoode), then named changed to Spotswood for John Stewart Spotswood who operated a ferry and early European landowner"
205409812,SPRINGVALE,SPRINGVALE,102802,27/09/2005,525072416,20/01/2017,521284812,Terrain,Nature,Scottish,Named for its proximity to freshwater springs
205410112,SPRINGVALE SOUTH,SPRINGVALE SOUTH,102803,27/09/2005,468966967,24/10/2013,300942799,Terrain,Nature,Scottish,Named for its proximity to freshwater springs
205409734,ST ALBANS,ST ALBANS,102804,27/09/2005,468966549,24/10/2013,300943273,Place in the UK,Place outside Australia,English,"Named after St Albans Abbey, England"
205408917,ST ANDREWS,ST ANDREWS,102806,27/09/2005,520894222,21/10/2016,468966266,Place in the UK,Place outside Australia,Scottish,Named due to its strong connection to Scotland with many Scottish miners in the area (originally known as 'Caledonian Goldfields')
205410223,ST ANDREWS BEACH,ST ANDREWS BEACH,102807,27/09/2005,499822813,30/07/2015,499359288,Place in the UK,Place outside Australia,Scottish,"Named after golf course St Andrews By-the-Sea, named by previous owner"
205410322,ST HELENA,ST HELENA,103590,27/09/2005,497551529,1/06/2015,468966463,Place in the UK,Place outside Australia,English,Named after the island of St Helena in the Atlantic Ocean
205410214,ST KILDA,ST KILDA,102815,27/09/2005,539860423,6/10/2017,468966812,Ship,Ship,English,Named by Lieutenant-Governor Charles Latrobe after the ship Lady of St Kilda
205410273,ST KILDA EAST,ST KILDA EAST,102817,27/09/2005,468966825,24/10/2013,300942571,Ship,Ship,English,Named by Lieutenant-Governor Charles Latrobe after the ship Lady of St Kilda
205410381,ST KILDA WEST,ST KILDA WEST,102818,27/09/2005,539860424,6/10/2017,468966816,Ship,Ship,English,Named by Lieutenant-Governor Charles Latrobe after the ship Lady of St Kilda
205409175,STEELS CREEK,STEELS CREEK,102830,27/09/2005,468966270,24/10/2013,300943774,Early European settler,Person,English,Named for Matthew Steel
205409485,STRATHEWEN,STRATHEWEN,102858,27/09/2005,468966230,24/10/2013,300946042,Terrain,Nature,Scottish,Meaning 'The broad mountain valley of Ewen' after local MP Ewen Cameron MLA
205410059,STRATHMORE,STRATHMORE,102864,27/09/2005,540660548,20/10/2017,468966527,Place in the UK,Place outside Australia,Scottish,"Either named for the birthplace of Thomas Napier in Scotland, or named in honour of the late Queen Mother's parents in the 1940s (formerly known as North Essendon)"
205410377,STRATHMORE HEIGHTS,STRATHMORE HEIGHTS,102865,27/09/2005,468966507,24/10/2013,300943804,Place in the UK,Place outside Australia,Scottish,"Either named for the birthplace of Thomas Napier in Scotland, or named in honour of the late Queen Mother's parents in the 1940s (formerly known as North Essendon)"
425646096,STRATHTULLOH,STRATHTULLOH,123255,21/02/2017,529679402,12/04/2017,528119234,Local estate,Local estate,Scottish,Named for local estate
205407856,SUNBURY,SUNBURY,102877,27/09/2005,468966211,24/10/2013,307545522,Place in the UK,Place outside Australia,English,"Named for Sunbury, England"
205410101,SUNSHINE,SUNSHINE,102881,27/09/2005,502352914,25/09/2015,468966650,Other local places,Other local places,English,Named for Sunshine Harvester Works (formerly Braybrook Junction)
205409948,SUNSHINE NORTH,SUNSHINE NORTH,102882,27/09/2005,468966581,24/10/2013,300945912,Other local places,Other local places,English,Named for Sunshine Harvester Works
205409873,SUNSHINE WEST,SUNSHINE WEST,102883,27/09/2005,502352915,25/09/2015,468966663,Other local places,Other local places,English,Named for Sunshine Harvester Works
205410120,SURREY HILLS,SURREY HILLS,102885,27/09/2005,468966734,24/10/2013,300941955,Place in the UK,Place outside Australia,English,"Named for Surrey County, England"
205410180,SYDENHAM,SYDENHAM,102901,27/09/2005,506716292,15/01/2016,468966455,Place in the UK,Place outside Australia,English,Named by local surveyor for its euphony
205408965,TARNEIT,TARNEIT,102945,27/09/2005,501772642,11/09/2015,499359281,Colour,Colour,Indigenous,Local word meaning 'white'
205409712,TARRAWARRA,TARRAWARRA,102952,27/09/2005,468966395,24/10/2013,300943252,Terrain,Nature,Indigenous,"Local word, possibly meaning 'morning mists' or 'slow waters'"
205410111,TAYLORS HILL,TAYLORS HILL,102970,27/09/2005,504821282,27/11/2015,468966495,Early European settler,Person,Scottish,Named for William Taylor Overnewton
205409967,TAYLORS LAKES,TAYLORS LAKES,102971,27/09/2005,530817847,5/05/2017,468966450,Early European settler,Person,Scottish,Named for William Taylor Overnewton
205410308,TECOMA,TECOMA,102973,27/09/2005,468966884,24/10/2013,300942615,Plant,Nature,English,Named for the tecoma plant
205409645,TEMPLESTOWE,TEMPLESTOWE,102980,27/09/2005,526825334,24/02/2017,468966563,Place in the UK,Place outside Australia,English,"Named for Temple's Stowe, England, or Templestowe in the novel 'Ivanhoe'"
205410034,TEMPLESTOWE LOWER,TEMPLESTOWE LOWER,102981,27/09/2005,526825335,24/02/2017,468966590,Place in the UK,Place outside Australia,English,"Named for Temple's Stowe, England, or Templestowe in the novel 'Ivanhoe'"
205410075,THE BASIN,THE BASIN,102997,27/09/2005,468966794,24/10/2013,300942754,Terrain,Nature,English,Named for its appearance as a large depression in the landscape
205410166,THE PATCH,THE PATCH,103002,27/09/2005,468966862,24/10/2013,300942660,Plant,Nature,English,Named for a patch of Mountain Ash trees in this area
205409684,THOMASTOWN,THOMASTOWN,103005,27/09/2005,468966440,24/10/2013,300943224,Early European settler,Person,English,Named after Thomas family
205410074,THORNBURY,THORNBURY,103009,27/09/2005,510995848,15/04/2016,468966594,Place in the UK,Place outside Australia,English,"Named after Thornbury Park Estate, itself named for a farm, itself named for the owner's birthplace in the UK"
425649319,THORNHILL PARK,THORNHILL PARK,123256,22/02/2017,529679403,12/04/2017,528119229,Unknown,Unknown,Unknown,
205409050,THREE BRIDGES,THREE BRIDGES,103016,27/09/2005,468966736,24/10/2013,310738419,Other local places,Other local places,English,Named for having three bridges
205408951,TONIMBUK,TONIMBUK,103038,27/09/2005,468966998,24/10/2013,300945728,Terrain,Nature,Indigenous,Local word meaning 'burn' (also possibly 'cook')
205407705,TOOLANGI,TOOLANGI,103043,27/09/2005,498531694,25/06/2015,498522646,Plant,Nature,Indigenous,"Local word, possibly meaning 'stringbark tree' or 'enthusiasm'"
205408080,TOOLERN VALE,TOOLERN VALE,103046,27/09/2005,532434168,26/05/2017,526374916,Body part,Body part,Indigenous,"Local word meaning 'tongue', 'Vale' added in 1931"
205409279,TOORADIN,TOORADIN,103060,27/09/2005,468967223,24/10/2013,300943718,Animal,Nature,Indigenous,"Local word ""too-roo-dun"" referring to a monster living in local swamps"
